Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Movies	In the movie The Wizard of Oz, Dorothy lives with her aunt Em and her uncle whose name is what?	Uncle Harry	Uncle Henry	Uncle Charlie	Uncle Tom	Uncle Henry
Movies	This stern lady from the movie The Wizard of Oz is Dorothys neighbour, who threatens to have her dog Toto put to sleep.	Miss Almira Gulch	Miss Fanny Green	Miss Daisy Green	Miss Alvina Gray	Miss Almira Gulch
Movies	The ruby slippers Dorothy wears in the film The Wizard of Oz were actually encrusted with genuine rubies.	True	False			False
Movies	What does the Wicked Witch of the West from The Wizard of Oz write in the sky, while flying over the Emerald City?	Surrender Dorothy or die	Surrender Dorothy	You will die Dorothy	Surrender or else	Surrender Dorothy
Movies	The 1939 movie The Wizard of Oz is based on which novel by L. Frank Baum?	Dorothys Adventures in Oz	The Land of Oz	The Wizard of Oz	The Wonderful Wizard of Oz	The Wonderful Wizard of Oz
Movies	The dog, that appeared as Toto in the movie The Wizard of Oz, belonged to actress Judy Garland in real life as well as in the film.	True	False			False
Movies	In the movie The Wizard of Oz, the role of the Tin Man was played by Jack Haley but another actor was originally hired for the part. Who was this actor?	George Burns	Tony Curtis	Don Knotts	Buddy Ebsen	Buddy Ebsen
Movies	To celebrate the 50th anniversary of the movie The Wizard of Oz, a real pair of ruby slippers were made. What is the cost of the slippers?	1 million dollars	10 million dollars	5 million dollars	3 million dollars	3 million dollars
Movies	Which 2002 movie is this audio clip from?	My Big Fat Greek Wedding	Eat Drink Man Woman	The Wedding Banquet	Betsys Wedding	My Big Fat Greek Wedding
Movies	Which 2004 movie is this audio clip from?	Father of the Bride	American Wedding	Surviving Christmas	Meet the Fockers	Meet the Fockers
Movies	Cameron Frye	The Great Outdoors	Ferris Buellers Day Off	Pretty in Pink	Some Kind of Wonderful	Ferris Buellers Day Off
Movies	John Bender	Weird Science	Class Reunion	The Breakfast Club	Sixteen Candles	The Breakfast Club
Movies	Long Duk Dong	European Vacation	Sixteen Candles	Weird Science	Planes, Trains Automobiles	Sixteen Candles
Movies	Buck Russell	Mr. Mom	Planes, Trains Automobiles	Uncle Buck	Shes Having a Baby	Uncle Buck
Movies	Clark Wilhelm Griswold, Jr.	Mr. Mom	Vacation	The Great Outdoors	Ferris Buellers Day Off	Vacation
Movies	Andie Walsh	Class Reunion	Pretty in Pink	Some Kind of Wonderful	Weird Science	Pretty in Pink
Movies	Chet Ripley	Weird Science	Nate and Hayes	The Great Outdoors	Uncle Buck	The Great Outdoors
Movies	Jack Butler	Pretty in Pink	Class Reunion	Mr. Mom	European Vacation	Mr. Mom
Movies	Gary Wallace	Nate and Hayes	Some Kind of Wonderful	Weird Science	Shes Having a Baby	Weird Science
Movies	Del Griffith	Class Reunion	Uncle Buck	Ferris Buellers Day Off	Planes, Trains Automobiles	Planes, Trains Automobiles
Movies	Director James Cameron drew all the sketches in Jack Dawsons sketchbook, shown in the film Titanic.	False	True			True
Movies	Which actress played Old Rose in the 1997 movie Titanic?	Gloria Stuart	Kate Winslet	Gloria Esteban	Lynn Hollowell	Gloria Stuart
Movies	James Cameron was so immersed in the movie Titanic that he actually spent more time with the real Titanic than the passengers.	False	True			True
Movies	Leonardo DiCaprio was not the first choice for the role of Jack in the movie Titanic.	True	False			True
Movies	Titanic, written and directed by James Cameron, was nominated for 11 Academy Awards.	False	True			False
Movies	Who played the unsinkable Molly Brown in the movie Titanic?	Gloria Stuart	Kathy Bates	Kate Winslet	Frances Fischer	Kathy Bates
Movies	What kind of car is Richard Geres character driving in the movie Pretty Woman?	Lotus Esprit	Porsche Carrera	Lamborghini Gallardo	Lamborghini Murcilago	Lotus Esprit
Movies	In the film Pretty Woman, this character, portrayed by Julia Roberts, is a prostitute who meets Edward Lewis, after he asks her for directions.	Vivian Ward	Vivian Vance	Vivian Brandt	Vivian Tyler	Vivian Ward
Movies	Who was the best friend and roommate of Julia Roberts character in the film Pretty Woman?	Kat	Lee	Lou	Kit	Kit
Movies	In the film Pretty Woman, Edward Lewis takes the character portrayed by Julia Roberts to see which opera?	La Traviata	MacBeth	Madame Butterfly	Rigoletto	La Traviata
Movies	In the film Pretty Woman how much money does Edward Lewis pay Julia Roberts character to be his escort?	$1,000	$8,000	$3,000	$5,000	$3,000
Movies	In a scene from the movie Pretty Woman Julia Roberts character is taking a bath and listening to her walkman. What song is she singing?	Material Girl by Madonna	Like a Virgin by Madonna	Bad Girls by Donna Summer	Kiss by Prince	Kiss by Prince
Movies	Did actor Al Pacino turn down the lead role in the film Pretty Woman?	Yes	No			Yes
Movies	What year did the movie Sixteen Candles come out in the movie theatres in the United States?	1982	1983	1984	1985	1984
Movies	What is the name of Jake Ryans girlfriend in the movie Sixteen Candles?	Samantha Baker	Caroline Mulford	Caroline Inthecity	Eve Quizeditor	Caroline Mulford
Movies	In the movie Sixteen Candles, Molly Ringwald played the part of Samantha Baker. What actress was originally chosen to play that part?	Lori Loughlin	Demi Moore	Ally Sheedy	Emma Thompson	Ally Sheedy
Movies	What is the name of the foreign exchange student in the classic 80s movie Sixteen Candles?	Long Duc Dong	One Hung Low	Egg Foo Yeung	Sum Guy Tony Wang	Long Duc Dong
Movies	In the movie Sixteen Candles, Anthony Michael Hall plays the part of Farmer Ted. In order to show his friends that he is cool, he fabricates a story about Samantha and himself. What does he produce to his friends, to show that he was with Samantha?	Her Bra	Her phone number	A picture with Sam and himself in a photo booth	Her underwear	Her underwear
Movies	Sams sister Ginny is having menstrual cramps right before her wedding in Sixteen Candles. What does she take to relieve the pain?	Vodka	muscle relaxants	Midol	a bunch of aspirin	muscle relaxants
Movies	Where did Samantha Baker and her family live in the film Sixteen Candles?	New York	Detroit	Philadelphia	Illinois	Illinois
Movies	In the movie Sixteen Candles, Farmer Ted ends up getting together with Jake Ryans girlfriend. They wake up in the back seat of Jakes fathers car. What kind of car is it?	Cadillac	Rolls Royce	Corvette	Jaguar	Rolls Royce
Movies	What actor played the part of Samanthas dad Jim Baker in Sixteen Candles?	Moses Gunn	Paul Schmooley	Paul Dooley	Ben Dover	Paul Dooley
Movies	What is the name of the character portrayed by actor John Cusack in the hilarious movie Sixteen Candles?	Harvey	Rick	Bryce	Cliff	Bryce
Movies	What kind of car does Jake Ryan drive in the classic flick Sixteen Candles?	Porsche	Rolls Royce	69 Mustang	Trans Am	Porsche
Movies	What year did the classic movie Jaws come out in the movie theatres?	1975	1973	1979	1971	1975
Movies	At the beginning of the movie Jaws, a girl goes out for a swim and is eaten by the great white shark. What is the girls name?	Penelope	Sarah	Eli	Chrissy	Chrissy
Movies	What was the name of the fishing vessel used in the attempts to catch the great white shark in the movie Jaws?	Shark Catcher	The Pacific Princess	The SS Minnow	The Orca	The Orca
Movies	Who plays Chief of Police Martin Brody in the classic movie Jaws?	Roy Scheider	Robert Shaw	Justin McAllister	Richard Dreyfuss	Roy Scheider
Movies	In the movie Jaws a mother puts a bounty on the great white shark, after her boy is killed. How much is the bounty?	$20,000	$3,000	$10,000	$5,000	$3,000
Movies	Who played  Marine biologist Matt Hooper in the movie Jaws?	Matt Houston	Lee Horsley	Robert Shaw	Richard Dreyfuss	Richard Dreyfuss
Movies	Where was the local shooting done for the movie Jaws?	Brooklyn, New York	Marthas Vineyard, Massachusetts	New Jersey	Junction City, Kansas	Marthas Vineyard, Massachusetts
Movies	Actor Lee Marvin was originally offered the role of shark bounty hunter Quint in the movie Jaws.	True	False			True
Movies	The movie Jaws scared so many people that the beach attendance was down in the summer of 1975.	False	True			True
Movies	What were the names of chief Brodys two sons in the movie Jaws?	Neal and Bob	Michael and Sean	Anthony and Bobby	Greg and Peter	Michael and Sean
Movies	In the novel Jaws, Chrissy Watkins is said to have been eaten by the great white shark in mid-June, but in the movie when her death certificate is being typed, the date of her death is different. What is it?	July 1st	May 31st	August 13th	September 4th	July 1st
Movies	What year did the classic movie Home Alone first hit the theatres in the United States?	1990	1991	1992	1993	1990
Movies	The McCallister family flies away for Christmas vacation and leaves their son Kevin home alone. What country is the McCallister family going to for the holidays?	France	Italy	India	Japan	France
Movies	Robert DeNiro and Danny DeVito were first considered for the roles of burglars Harry and Marv in the hilarious movie Home Alone.	True	False			True
Movies	In the movie Home Alone, what is the name of Kevins neighbor, the elderly man, who is allegedly a murderer called The South Bend Shovel Slayer?	Ziggy	Marley	Bob	Carlyle	Marley
Movies	Where do the McCallister family reside in the great 90s movie Home Alone?	Detroit	Philadelphia	Chicago	New York	Chicago
Movies	What is the nickname of burglars Marv and Harry in the movie Home Alone?	Barney Clyde	The Wet Bandits	Rob Stealin	The James Gang	The Wet Bandits
Movies	What is the name of Kevin McCallisters wise cracking brother in the movie Home Alone?	Marty	Spike	Bizz	Buzz	Buzz
Movies	There were three sequels to the first Home Alone movie prior to 2003.	False	True			True
Movies	In the movie Home Alone, Kevins brother had a pet tarantula. What was its name?	Sting	Axl	Flea	Slash	Axl
Movies	In the movie Home Alone, when Harry (one of the burglars) comes to the house impersonating a police officer, Kevin sees him and realizes that he has seen him before robbing one of his neighbors houses. What does Kevin notice about him that makes him figure out that he is one of the burglars ?	he walks with a limp	a gold tooth	he has one finger missing on his right hand	he is wearing a wig	a gold tooth
Movies	This line was spoken by actress Clara Blandick in which 1939 motion picture: Now you go feed those hogs before they worry themselves into anemia.?	The Wizard of Oz	State Fair	Oklahoma	Gone With the Wind	The Wizard of Oz
Movies	In this 1946 movie, set during Christmas time, Harry Bailey said the following about his brother, played by James Stewart: To my big brother George - the richest man in town!	White Christmas	Somewhere in Dreamland	Its a Wonderful Life	The Gift of the Magi	Its a Wonderful Life
Movies	What actor delivered this roguish line in a noted Civil War movie that premiered in 1939?  ...and you Miss, are no lady.	Clark Gable	Lionel Barrymore	Spencer Tracy	Humphrey Bogart	Clark Gable
Movies	This 1967 film starred Dustin Hoffman who asked the question: Mrs. Robinson, youre trying to seduce me. Arent you?.	The Graduate	John and Mary	All the Presidents Men	Kramer vs. Kramer	The Graduate
Movies	Name the 1931 movie that contains the quote,  Listen to them, the children of the night. What music they make.	The Wolfman	Dracula	The Devils Castle	Curse of the Demon	Dracula
Movies	The following words were spoken by the character Carl Denham in which 1933 movie: Oh, no.  It wasnt the airplanes. It was Beauty killed the Beast?	The Beast	King Kong	Beauty and the Beast	The Bride of the Beast	King Kong
Movies	Which science fiction movie contains these words, spoken by Elliot: He needs to go home, hes calling his people, and I dont know where they are, and he needs to go home.?	The Ewok Adventure	Fire in the Sky	E.T. the Extra - Terrestrial	Flight of the Navigator	E.T. the Extra - Terrestrial
Movies	These words were delivered by Scottish national hero William Wallace, who was featured in what 1995 movie: Aye, fight and you may die, run, and youll live ...   at least for awhile.?	Braveheart	The Bruce	The Black Prince	The Warrior	Braveheart
Movies	What is the name of the place in which the main characters of Pirates of the Caribbean live?	Port Royal	Royal Pointe	Black Pearl	England	Port Royal
Movies	In Pirates of the Caribbean, Jack Sparrow intended to pick up a crew in Tortuga.	False	True			True
Movies	This ship, featured in Pirates of the Caribbean, is the next fastest in the Caribbean after the mystic Black Pear.	England	Dauntless	Interceptor	Black Mermaid	Interceptor
Movies	Did the movie Pirates of the Caribbean: The Curse of the Black Pearl come out in 2003?	Yes	No			Yes
Movies	Which character from Pirates of the Caribbean said the following words: What do you say to three schillings, and we forget the name??	The dock-keeper	Will Turner	Jack Sparrow	Captain Barbossa	Jack Sparrow
Movies	Grenada is the real name of the island on which Pirates of the Caribbean was filmed.	True	False			False
Movies	This fictional character from Pirates of the Caribbean made the following statement: I make a point of avoiding familiarity with pirates.	Will Turner	Elizabeth	Jack Sparrow	Commodore Norrington	Will Turner
Movies	The movie Pirates of the Caribbean: The Curse of the Black Pearl was directed by Gore Verbinski and produced by Jerry Bruckheimer.	False	True			True
Movies	Early on in the movie Walk the Line Johnny Cash enlists in what branch of the military?	Marines	Army	Navy	Airforce	Airforce
Movies	Singer Johnny Cash was very close to his older brother Jack, who died in an accident involving what?	Shotgun	Tractor	Table Saw	Wagon	Table Saw
Movies	What is the birth name of singer Johnny Cash, whose life is depicted in the movie Walk the Line?	Johnny Cash	J. R. Cash	John Randall Cash	John Cash Jr.	J. R. Cash
Movies	While in the military, Johnny Cash is inspired by a film about a prison and its inmates and composes what famous song?	Behind These Folsom Walls	Ring of Fire	Folsom Prison Blues	Folsom Blues	Folsom Prison Blues
Movies	Actor Joaquin Phoenix, who portrays singer Johnny Cash, does all his own singing in the film.	False	True			True
Movies	Before marrying June Carter, singer Johny Cash was married to whom?	Roseanne Cash	Carlene Cash	Violet Cash	Vivian Cash	Vivian Cash
Movies	In the film Walk the Line, a record executive says to Johny Cash, Whats with the black? You look like you are going to a funeral. What does Johny reply?	Wishful thinking?	Only my own	Maybe I Am	He doesnt respond	Maybe I Am
Movies	In the film Walk the Line, the part of Cashs long-time friend, Waylon Jennings was played by Jennings  son in real life. What is his name?	Harvey Jennings	Hank Jennings	Shooter Jennings	Stormer Jennings	Shooter Jennings
Movies	Is it true that singer June Carter worked side by side with Reese Witherspoon, who portrayed her in Walk the Line, helping the actress to perfect the role.	Yes	No			No
Movies	Dr. Hannibal Lecter aids Clarice Starling in finding serial killer Buffalo Bill in which 1991 movie?	The Fugitive	Basic Instinct	The Silence of the Lambs	The Usual Suspects	The Silence of the Lambs
Movies	This doctor who can communicate with animals is portrayed by Eddie Murphy.	Dr. Evil	Dr. Strangelove	Dr. Zhivago	Dr. Dolitte	Dr. Dolitte
Movies	In this 1978 film, Doctor Sam Loomis is the psychiatrist who takes care of Michael Myers at Smiths Grove-Warren County Sanitarium in Illinois.	The Amityville Horror	Halloween	Dawn of the Dead	The Omen	Halloween
Movies	In this comedy - horror film, Dr. Everett Von Scott is a scientist who rivals Dr. Frank-N-Furter.	The Texas Chain Saw Massacre	The Exorcist	The Rocky Horror Picture Show	Carrie	The Rocky Horror Picture Show
Movies	In this 1968 film Maurice Evans portrays Dr. Zaius who thinks all humans must be exterminated.	Casino Royale	Planet of the Apes	2001: A Space Odyssey	Goldfinger	Planet of the Apes
Movies	Nigel Bruce portrayed Dr. Watson in what 1939 film?	The Adventures of Philip Marlowe	The Adventures of Sherlock Holmes	The Adventures of Dick Tracy	The Adventures of Sam Spade	The Adventures of Sherlock Holmes
Movies	“The Exorcist”, rated as the scariest movie of all time, is burlesqued in which part of  “Scary Movie”?	Scary Movie 4	Scary Movie 2	Scary Movie 3	Scary Movie	Scary Movie 2
Movies	In “Scream”, what were the words that Billy spoke right before shooting Randy and revealing himself as one of the killers?	We all go a little mad sometimes.	Boy, do I have a surprise for you!	I told you I have a surprise for you.	Surprise, Sidney!	We all go a little mad sometimes.
Movies	Freddy Krueger, the villain in “A Nightmare on Elm Street”, was named after which of these?	a carpenter who killed his entire family	the first names of a couple of burglars	a bully	an old jazz singer	a bully
Movies	Michael Myers, the psychopath from the Halloween series, wears a mask. The first mask he wore was actually a misshaped mask of  a famous character in a show. Who is the character and  what is the name of the show?	Robin, “Batman”	Captain Kirk, “Star Trek”	John Steed, “The Avengers”	Lt. Kojak, “Kojak”	Captain Kirk, “Star Trek”
Movies	In the Hellraiser series, in order for Pinhead to be summoned, one should do what?	dial a 7-digit number and say “I call you! Come now!”	spell out his name five times in front of a mirror	break the spell that keeps him in Hell	open a puzzle box	open a puzzle box
Movies	In the movie “Bride of Chucky”, the fourth of the Child’s Play series, Chucky’s girlfriend Tiffany brings Chucky back using what book about voodoo magic?	The Power of Voodoo Magic	Voodoo 4 Dummies	The Voodoo Guide 2000	Voodoo Forever	Voodoo 4 Dummies
Movies	Jason Voorhees, the main character in Friday the 13th series puts on a mask to hide his horrible face in which movie?	Friday the 13th Part 3	Friday the 13th Part 2	Friday the 13th Part VI: Jason Lives	Friday the 13th: A New Beginning	Friday the 13th Part 3
Movies	Who directed the 1980 movie “The Shining”, based on a Stephen King novel and starring Jack Nicholson?	Francis Ford Coppola	Alfred Hitchcock	Stanley Kubrick	Steven Spielberg	Stanley Kubrick
Movies	Which of the following is not a horror movie?	Gods and Monsters	Urban Legends	Candyman	Hostel	Gods and Monsters
Movies	How does prom queen Helen Shivers die in the 1997 blockbuster “I Know What You Did Last Summer”?	She is throat-slashed	She is hooked to death	She is poisoned with hydrocyanogen	She gets hit by a car	She is hooked to death
Movies	Saturday Night Fever, a movie about the troubled Brooklyn youth, Toni Manero, helped to popularize disco music. In what year did the movie come out?	1979	1978	1977	1976	1977
Movies	What was the name of Tony Maneros brother, portrayed by actor Martin Shakar in the movie Saturday Night Fever?	Frank	Joey	Domenick	Johnny	Frank
Movies	This English born director had worked for television for years before his breakthrough with Saturday Night Fever. His filmography includes movies such as, Dracula, Point of No Return and Brothers Keeper.	Stanley Kubrick	Gene Carr	Oliver Stone	John Badham	John Badham
Movies	Jewish American actress Fran Drescher, famous for her nasal New York accent, played in the movie Saturday Night Fever.	False	True			True
Movies	In the movie Saturday Night Fever, Toni Manero was the indisputable king at the disco, where he forgot about his dead-end job. What did Tony actually do for a living?	He worked in a paint store.	He worked in a Pizza Parlor.	He worked as a dance instructor.	He was a stock boy at the local AP	He worked in a paint store.
Movies	In the movie Saturday Night Fever, Tony Manero and his friends from Bay Ridge, Brooklyn, climbed along the parapets of which bridge?	Verrazano Narrows Bridge	Triboro Bridge	Manhattan Bridge	Brooklyn Bridge	Verrazano Narrows Bridge
Movies	In Saturday Night Fever, this character, portrayed by Barry Miller, fell off the bridge and died.	Frank	Enzo	Gino	Bobby	Bobby
Movies	Tony Manero, the main character in the movie Saturday Night Fever, had posters of which actor?	Robert DeNiro	Al Pacino	Dustin Hoffman	Harvey Keitel	Al Pacino
Movies	In Saturday Night Fever, Tony Manero and his friends go dancing in order to escape from the harsh reality of life. What is the name of the disco club they visit every Saturday night?	2001 Odyssey	Elefas	Thriller	Boogie Wonderland	2001 Odyssey
Movies	In Saturday Night Fever, this actress portrayed the aloof Stephanie Mangano, who after much urging, agreed to be Tony Maneros partner in a dance competition.	Donna Pescow	Fran Drescher	Ellen Travolta	Karen Gorney	Karen Gorney
Movies	What is Andrews last name in the movie The Breakfast Club?	Clay	Clark	Dickinson	Sutherlin	Clark
Movies	In the film The Breakfast Club, Allison gives Bender one of her diamond earrings.	True	False			False
Movies	What year did the movie The Breakfast Club come out?	1981	1999	1986	1985	1985
Movies	How many students had to spend their Saturday in detention in the movie The Breakfast Club?	5	7	8	10	5
