Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Brain-Teasers	At the beginning of the day, I was behind a car at a stoplight, whose vanity plate read: 4SBWIU.  What is the driver of this car most likely a fan of?	NASCAR	Fly Fishing	Movies	Sports	Movies
Brain-Teasers	My first stop was the supermarket.  When I had completed my shopping and was in the parking lot, I spied this snazzy auto with the following vanity plate: 10S42.  What sport is the driver of this vehicle most likely a fan of?	Golf	Badminton	Bowling	Tennis	Tennis
Brain-Teasers	My next errand took me all the way across town.  I decided to take a shortcut which put me on a boulevard of small, eclectic businesses.  One of these businesses I passed on my way was a fortune tellers shop.  A Cadillac was parked out front, which, I assume, belonged to the owner of the shop. What would be the most appropriate vanity plate for this automobile?	PASS THE CASH	N2IT	N3IT	N4IT	N2IT
Brain-Teasers	On the on-ramp to the freeway, I was behind an auto with the following plate:  4IS.  What is the likely profession of the driver of this car?	Zoologist	Optometrist	Biologist	Geologist	Optometrist
Brain-Teasers	Well, I got caught in noon rush hour.  As luck would have it, I saw yet another vanity plate.  This one told me that the driver at least checks in his / her rear view mirror.  What plate did I see?	OIUC2	OIC3	RU2	OICU2	OICU2
Brain-Teasers	I went to my favorite restaurant to pick up some carry out for an early dinner.  I saw the owners car parked out front. The vanity plate asked a question.  What do you suppose the plate read?	N0TABL42	E10YET	RESORV8NS	8ISENUF	E10YET
Brain-Teasers	I always go up and down the stairs without moving.	A scarf	A curtain	A towel	A rug	A rug
Brain-Teasers	If the mother of a boy spanks him and then his father comes and does the same, who hurts the most?	The boys brother	The mother	The boy	The father	The boy
Brain-Teasers	Which letter behaves as a selfish friend?	S	A	P	D	P
Brain-Teasers	You always wear these flowers.	Roses	Daises	Tulips	Poppies	Tulips
Brain-Teasers	12 candles were alight. The wind blew out 5 of them. How many candles were left?	0	7	12	5	12
Brain-Teasers	A team of two horses ran for 3 miles. How many miles did each of the horses run?	1.5	0	3	6	3
Brain-Teasers	Nine passengers carried with them enough food for five days. Several other passengers joined the first group and they all shared the same food, which was now enough for three days. How many passengers joined the first group?	7	8	6	5	6
Brain-Teasers	How many times does the digit 3 occur in the numbers from 1 to 50?	15	14	10	13	15
Brain-Teasers	A pole is 20 m high. An ant is climbing it as follows - every day she ascends 5 m and every night she descends 4 m. In how many days will the ant be on the top of the post?	16	19	15	20	16
Brain-Teasers	A butcher had to stick a total number of 50 sheep in a week. Every day he sticked an equal number of sheep and managed to fulfill the task. How many sheep did he kill per day?	10	4	8	7	10
Brain-Teasers	In a basket there are three sorts of apples. How many apples do you have to  take from the basket to make sure you have at least 2 apples of the same sort?	5	4	3	2	4
Brain-Teasers	An old potter was selling pots. Once, a woman came and bought a pot for its sticker price.  She had to pay $1 plus half its price.  What was the price?	2	4	3	1	2
Brain-Teasers	Four glasses and a jug weigh as mush  as 17 iron balls do. The jug weighs as much as a glass and 7 balls. How many balls does the jug weigh?	9	8	10	5	9
Brain-Teasers	Three cats can eat 3 mice in 1.5 hours. How long will it take 10 cats to eat 20 mice?	10 hours	6 hours	3 hours	1.5 hour	3 hours
Brain-Teasers	Is there a way you can divide 7 identical pieces of bread equally among 12 people?	No	Yes			Yes
Brain-Teasers	A lion can eat a sheep in 2 hours, a wolf - in 3 hours, and a dog - in 6 hours. How long will it take the three animals to eat a sheep if they eat together?	2 hours	8 hours	1/2 hour	1 hour	1 hour
Brain-Teasers	Two men were walking towards a river. There was a boat on one of the riverbanks. However, this boat could carry only one man at a time.  Nevertheless, both men managed to cross the river with the boat.  This is possible.	True	False			True
Brain-Teasers	Some of my relatives are 600 times younger than me. Can this be true?	Yes	No			Yes
Brain-Teasers	A man is carrying three croquet balls across a bridge. The bridge has a sign that says bridge can only hold 200 pounds. The man weighs 195 pounds and the croquet balls weigh 2 pounds each. The man ends up crossing the bridge in one trip and no one else helps him. This is possible.	False	True			True
Brain-Teasers	Which letter comes next in this series:	T	W	S	Z	S
Brain-Teasers	A squirrel finds a hollow log with 9 ears of corn in it.  If he can carry out 3 ears every day, how many days will it take him to empty the log?	6	3	9	None of these	9
Brain-Teasers	Suppose youre taking a multiple-choice quiz.  One question has three choices - A, B, C.  You do not know the answer and guess A. The instructor then announces that C is incorrect. Should you switch to B before turning in your paper?	No, it would be worse	Yes, this should help	It depends on when the announcement was made	It doesnt matter	Yes, this should help
Brain-Teasers	A worm can gnaw through 1 mm of paper for a single day. On a bookshelf there are two volumes, each 4 cm thick. Each of the covers is 2 mm thick. How long will it take the warm to gnaw from the first page of the first volume to the last page of the second volume?	60 days	80 days	14 days	4 days	4 days
Brain-Teasers	The train leaves in 2 minutes and the distance to the train station is 2 miles. If you drive the first mile at 30 miles/h, at what speed should you drive the second mile?	It does not matter.	90 miles/h	120 miles/h	60 miles/h	It does not matter.
Brain-Teasers	A driver noticed that the dashboard showed he had driven a total number of 15951 miles. He thought that this was a strange number because no matter in what direction it was read (from left to right or from right to left) it was the same. However, in two hours, the dashboard showed a number that had that same characteristic. What was the speed of the car?	110	55	65	450	55
Brain-Teasers	Three hunters, different in height, got stuck in a pit. They tried to get out of it and stepped one onto the other. However, the shortest, who was on top, could not reach the edge for just 5 cm. Can these three hunters ever get out of the pit without the help of anyone else or of any additional object?	Yes	No			Yes
Brain-Teasers	In the Middle Ages a thief went into a church and fell asleep on a pew. He dreamed about stealing the cross of the minister and being sentenced to execution for that. However, just as he was about to be executed, he was woken by a local lady. Immediately after that the thief died. Modern scientists say it was due to a heart attack. Is everything okay with the story?	No	Yes			No
Brain-Teasers	One of these pairs of numbers has this strange characteristic - when you subtract one of them from the other you get a number equal to what you will get if you divide one by the other. Can you spot it?	25/4 and 5/4	24/6 and 24/8	3 and 2/12	30/6 and 36/6	25/4 and 5/4
Brain-Teasers	The local limo company have recently expanded their inventory and no longer have enough room for all of their limos. Fifteen of the limos have to be stored outside. If they decide to increase their garage space by 50%, this will give them enough room for all of their current limos, plus enough room to store another fifteen in the future. How many limos does the company currently own?	60	80	85	75	75
Brain-Teasers	A horse is tied to a five meter rope in front of an old saloon. Six meters directly behind the horse is a bale of hay. Without breaking his rope, the horse is able to eat the hay whenever he chooses. Assuming the horse is perfectly normal, is this possible?	No	Yes			Yes
Brain-Teasers	A famous playboy explained to a beautiful woman his system for playing roulette: In each round, I always bet half of the money I have at the time on red. Yesterday, I counted and I had won as many rounds as I had lost. Over the course of the night, did the gambler win, lose or break even?	lose	break even	win	None of these	lose
Brain-Teasers	A horse travels a certain distance each day. Strangely enough, two of its legs travel 30 miles each day and the other two legs travel nearly 31 miles. Can this be true?	Yes	No			Yes
Brain-Teasers	A total of 15 delegates from Africa, Asia, America, and Europe meet at an international conference.	America	Africa	Asia	Europe	Asia
Brain-Teasers	One kid has a toy car with a strange remote control- it has only one button on it. When the car is switched on, it starts moving forward and doesnt stop until its switched off. When the boy presses the button, the car makes a 60 degree turn clockwise. Considering that this is a very lazy boy, try calculating the smallest number of times he has to press the button so that the car travels back to him.	4	5	7	3	5
Brain-Teasers	Here is something like a warm-up before you get to the next one. Three friends, Peter, Nick and Tom were competing in a race. After they finished, a person ,who was late for the race, asked them who was the winner. Tom said I didnt finish first and Peter didnt finish second. Then Nick said Tom didnt finish second either. Who was the winner?	Peter	Nick	Its impossible	Tom	Peter
Brain-Teasers	One watermelon weighs 10kg (22 lbs)  plus the half of its own weight. How much does it weigh?	10kg (22 lbs)	25kg (55 lbs)	5kg (11 lbs)	20kg (44 lbs)	20kg (44 lbs)
Brain-Teasers	Try thinking out a random 3-digit number and writing it twice on a piece of paper, forming a 6-digit number (for example the number is  123, than you will have to put down 123123 on the paper). Now divide this 6-digit number by 7. There will be no remainder, I guarantee. Now divide the result by 11. No remainder again, I guarantee. Now divide the new result by 13.  What happened?	The result is your original number	The result is zero	There is remainder	The result is twice your original number	The result is your original number
Brain-Teasers	Two dice are randomly thrown. What is the possibility that the number, formed by the two digits that come form the dice, is a prime?	5:12	5:18	19:36	35:36	5:12
Brain-Teasers	Yesterday I heard an interesting conversation in a shop:	No	Yes			Yes
Brain-Teasers	4, 7, 12, 19, 28, 39, ??	11	67	78	52	52
Brain-Teasers	A man buys a horse for $60. After a while he sells it for 70$. Some time passes and the man regrets his decision and goes to buy the horse again. But now he has to pay $80 for it and he does. After a while he regrets to have bought the horse back and sells it for $90. Now in total, how much loss/profit did the man make from the three transactions?	$10	- $20	$20	0	$10
Brain-Teasers	Somewhere, there is a very interesting village. And whats so interesting about it? Well, in this village there is a barber, a very special barber. He cuts the hair of everybody in the village that doesnt cut his own hair.  Who then cuts the barbers hair?	The barber of another village	Noone	Himself	Such village cannot exist, it is a paradox	Such village cannot exist, it is a paradox
Brain-Teasers	Two men were playing for title of  championship of the world for the checkers tournament. They each played five games and they each won three. There were no ties, is this possible?	No	Yes			Yes
Brain-Teasers	Take two apples from three apples and what do you have?	no apples	two apples	three apples	one apple	two apples
Brain-Teasers	A famous, well respected archaeologist went on a dig in Jerusalem. He found a coin dated 56 B.C. He was so excited, he rushed to the museum so it could be put on display. But the museum wouldnt accept the coin because they said it could not possibly be authentic. They said that the coin had to be a fake.	True	False			True
Brain-Teasers	In what country can your spouse be jailed along with you if you are caught drinking and driving?	Pakistan	Germany	India	Malaysia	Malaysia
Brain-Teasers	Approximately how much money does the taxpayer spend on a prisoner serving a life sentence in California?	750,000	500,000	100,000	1,550,000	1,550,000
Brain-Teasers	What creature is responsible for the most human deaths?	The brown recluse spider	The hippo	The great white shark	The mosquito	The mosquito
Brain-Teasers	What is the largest county in the US?	Bernalillo, NM	Maricopa, AZ	Dade, FL	San Bernadino, CA	San Bernadino, CA
Brain-Teasers	Is it possible to test positive on a breathalyzer after drinking only a glass of milk?	Yes	No			Yes
Brain-Teasers	I have four legs in the morning, two legs in the afternoon and three legs in the evening. What am I?	A tortoise	A sloth	A human	A raven	A human
Brain-Teasers	Why do Chinese people eat more rice than Japanese people?	Because Chinese rice ripens more quickly than Japanese rice	Because Chinese people are more than Japanese people	Because Japanese people export rice for other countries and the Chinese dont	Because Chinese rice is more delicious than Japanese rice	Because Chinese people are more than Japanese people
Brain-Teasers	This is the smartest letter.	A	Y	C	W	Y
Brain-Teasers	Which is the month that allows women to talk the least?	February	December	August	March	February
Brain-Teasers	What is the number of men born last year in USA?	None	2 013 841	6 914 381	1 502 106	None
Brain-Teasers	This is what you can see once in a minute, twice in a moment, but never in a thousand years.	The sun	An eclipse	A Solstice	The letter M	The letter M
Brain-Teasers	With a red beard, gray mustache and black sideburns, the man had a distinct HIRSUTE quality. What does hirsute mean?	hairy, shaggy, covered in hair	mysterious, always in disguise	eccentric	multicolored	hairy, shaggy, covered in hair
Brain-Teasers	Stacy was extremely annoyed by Jills PECCADILLO. Jill constantly ate food with her mouth open. What does the word peccadillo mean?	chewing loudly	vegetarian	disgusting manners	a petty fault	a petty fault
Brain-Teasers	DERIDE means to laugh at someone with contempt.	False	True			True
Brain-Teasers	Jerry was worried he would mumble and slur his words, so he had to go slowly and try to ENUNCIATE each word. Words might get lost if you dont enunciate. What does enunciate mean?	shout and project	mask drunkenness	pronounce articulately	mime and gesticulate	pronounce articulately
Brain-Teasers	Annas brother took his AVUNCULAR duties very seriously. He taught her children how to read, write and speak German. What does avuncular mean?	Adjective of a mentor	Qualities of a Germanic monk	Adjective of a father	Adjective of an uncle	Adjective of an uncle
Brain-Teasers	When Jack and Jill went to see The Notebook, Jill was surprised at Jacks obvious display of his LACHRYMOSITY. What was Jack doing?	talking loudly	crying	laughing	sleeping	crying
Brain-Teasers	A CHORTLE is an tool used to cut pastry dough.	False	True			False
Brain-Teasers	The rancid meat attracted flies and maggots and wafting from it was a FETID odor. What is the meaning of fetid?	stinking	chemical	sweet	food	stinking
Brain-Teasers	The king required FEALTY from all his vassals. What does the word fealty mean?	allegiance	food	payment, rent	livestock	allegiance
Brain-Teasers	The siblings were complete opposites. Tom was pedantic and read all the time and Lucy was LUDIC. She was always getting mud on her clothes. What is the meaning of ludic?	outdoor-loving	playful	clumsy	illiterate	playful
Brain-Teasers	The vegetable rhubarb is delicious but its leaves are poisonous. What did rhubarb originally mean?	edible poison	beware	root of the barbarian	poisoned ruby	root of the barbarian
Brain-Teasers	What modern slang term once meant a carnival worker who performed disgusting tasks such as biting off the heads of live chickens?	Nerd	Geek	Dork	Freak	Geek
Brain-Teasers	What is heavier a pound of bricks or a pound of feathers?	There is no way to tell	The feathers	Their weight is equal	The bricks	Their weight is equal
Brain-Teasers	A farmer had 20 sheep. All but 8 died. How many are still alive?	0	12	15	8	8
Brain-Teasers	In a house with a maid, a mail receiver, and a chef, the owner was murdered on a Sunday morning. The police questioned all the 3 people (the chef, the mail receiver, and the maid). The chef said; I was making her breakfast. The mail receiver said; I was getting the mail., and finally the maid said; I was cleaning her living room. The police arrested one of them right after the interview. Who got arrested?	The maid	The mail receiver	The chef	She committed suicide	The mail receiver
Brain-Teasers	There is a branch with 10 birds on it. I shot 2 of them and then 1 more. How many birds are left on the branch?	0	2	8	7	0
Brain-Teasers	If you have in your suitcase 6 white socks, 4 red socks, 8 green socks, and 2 brown socks, how many socks would you have to pull out (without looking at them) to be sure you have a matching pair?	6	8	4	5	5
Brain-Teasers	Joe had 29 pairs of socks. How many socks did he have?	60	58	56	29	58
Brain-Teasers	One camera could take 350 pictures and Bob bought 3 cameras of the same type. How many pictures could he take?	700	none	1050	350	1050
Brain-Teasers	One iPod can hold 950 songs and 3 movies. How many iPods of this model would one person have to buy to have 27 movies and 8550 songs?	8	10	7	9	9
Brain-Teasers	In an office building, there are 350 windows and half as many doors. How many doors are there in 3 office buildings?	525	500	550	575	525
Brain-Teasers	A monster had double the amount of eyes he had ears, triple the amount of ears he had legs, and had six legs. How many eyes did he have?	34	26	36	41	36
Brain-Teasers	If I had $654,987, how much change is that?	66,345,200 cents	65,783,500 cents	65,498,700 cents	65,577,200 cents	65,498,700 cents
Brain-Teasers	In a rectangular room there are 10 chairs. It is possible to arrange the chairs in such a way so that an equal number of chairs is set against each wall of the room.	False	True			True
Brain-Teasers	Five years ago the sum of the age of a sister and a brother was 8. What will be the same sum in 5 years?	It will not change.	18	13	28	28
Brain-Teasers	In a room, there can be two mothers and two daughters, three women in total.	True	False			True
Brain-Teasers	A woman once said about a man, I am not his wife but this mans mother is the mother-in-law of my mother. What were the man and the woman?	A daughter and a grandfather	A brother and a sister	A daughter and a father	A mother and a son	A daughter and a father
Brain-Teasers	A cowboy was looking after 100 animals (oxen, cows and calves). For his job he was paid $100 (for every ox he received $10, for every cow $5 and for every calf $0.5). How many were the oxen, the cows and the calves?	9 oxen, 1 cow, 10 calves	10 oxen, 10 cows, 10 calves	1 ox, 9 cows, 90 calves	3 oxen, 50 cows, 47 calves	1 ox, 9 cows, 90 calves
Brain-Teasers	A farmer had 9 cows. The first one produced 1 gallon of milk, the second one 2 gallons and so on. The ninth cow produced 9 gallons of milk. The farmer had three sons and he wanted to divide the cows in such a way that each of his sons received an equal number of cows and the cows of each produced an equal amount of milk. Is that possible?	Yes	No			Yes
Brain-Teasers	In a lake there were lilies. The strange thing about them was that they doubled their number once per day. If on the 15th day half of the lake was covered with lilies, on which day will the whole lake be covered with them?	22	16	7	30	16
Brain-Teasers	A peasant buys a pregnant sheep, which gave birth to a lamb. At the age of 3, the lamb gives birth to another lamb. After that it starts bearing a lamb per year. How many sheep will the peasant have 9 years after the birth of the first lamb if all the lambs are female and none of them ever dies?	54	78	60	97	60
Brain-Teasers	A farmer had a yard, whose shape was a square, and in the four corners of this square there were apple trees. Some years later the farmer decided to make his yard twice as big and preserve the square shape. However, after the enlargement the four apple trees were still by the fence.	False	True			True
Brain-Teasers	Marsha dug her FUNEREAL attire out of the closet. It consisted of a black dress and a black overcoat. What does funereal mean?	monotoned	frumpy	oversized	having to do with a funeral	having to do with a funeral
Brain-Teasers	The newly blooming lavender was a HARBINGER of spring. It was beautiful and fragrant. What does harbinger mean?	an ode	rebirth	pleasant to the senses	a sign of things to come	a sign of things to come
Brain-Teasers	Her passion for art bordered on pathological MONOMANIA. Shes a sculptor, studies medieval art in night classes, frequents galleries and is often caught doodling in a notebook. What does monomania mean?	excessively busy	excessive concentration one one subject	extremely wealthy	patronising culture	excessive concentration one one subject
Brain-Teasers	It wasnt accidental it was pure KISMET that Joey fell in love with Laura. What does kismet mean?	fate, destiny	contrived, forced	planned	a happy accident	fate, destiny
Brain-Teasers	Because Ben travels to many countries for business, he has written a POLYGLOT lexicon for himself. It contains quick references on phrases he might need in any given situation. What does polyglot mean?	containing many maps	containing many words	containing many languages	pertaining to business ventures	containing many languages
Brain-Teasers	A QUAGMIRE is a difficult or precarious situation.	True	False			True
Brain-Teasers	The fortune teller persuaded Anna that she needed a PHILTER to gain the attention of her beau. She only needed to apply the elixir and think of him. What does PHILTER mean?	love potion	medicinal cream	makeup	alcoholic beverage	love potion
Brain-Teasers	Matt and Julie asked their son How was your day at school? and they always received the same BRUSQUE answer-fine. Brusque means habitual, constant, the same.	True	False			False
Brain-Teasers	Jack grabbed Janets hand and they began to GAMBOL in the sunshine. They felt like children, not a care in the world. What does gambol mean?	to wager money on an outcome	to sing a duet	to have sex	to frolic and leap playfully	to frolic and leap playfully
Brain-Teasers	To ESCHEW something means to be attracted to it.	True	False			False
Brain-Teasers	After a long walk, two sons and two fathers find three apples. Each of them has an apple and they all go their way. How is that possible?	they were a boy, his father and his grandfather	the sons were cousins	one of them had a hidden apple	the sons were twins	they were a boy, his father and his grandfather
Brain-Teasers	The name of what is coded in the following: 86,smopuim?	it does not mean anything	the name of a software product	a NASA aircraft	a secret CIA project	the name of a software product
Brain-Teasers	Five girls are sitting next to each other on a train.  Ann and Betty are as close to each other as Ann and Kate are.  Dana and Ann are sitting as close to each other as Dana and Kate are. Between which two of her friends is the fifth girl, Jane, sitting?	between Dana and Betty	between Ann and Betty	between Betty and Kate	between Kate and Dana	between Ann and Betty
Brain-Teasers	What number multiplied by 10 equals the square of the same number, times 5?	4	5	2	10	2
Brain-Teasers	Bob has a book of 100 pages and in 10 seconds he can count out 10 pages. What is the shortest time in which Bob can define where the 60th page is?	40 seconds	59 seconds	15 seconds	60 seconds	40 seconds
Brain-Teasers	Two people get to a river and find a boat capable of accommodating only one person. Using this boat, both of them manage to cross the river. If they crossed without any of the them swiming the river which of the following is true?	The river was wider than longer.	This is impossible.	They were on different banks of the river.	There was a bridge on the river.	They were on different banks of the river.
Brain-Teasers	Which term refers to a king or prince in India?	raja	haraj	majah	namaste	raja
Brain-Teasers	Complete the Latin term for an unacceptable person: persona non _____.	dedicata	accepta	grata	ingrata	grata
Brain-Teasers	There are 15 birds sitting on the branches of a tree. A hunter goes by and shoots 3 of them. How many birds are left on the tree?	12	10	3	0	0
Brain-Teasers	A man walked by an old fisherman and asked him how many fish he had caught. The fisherman replied: The half of the eight, the nine without its tail, and the six without its head. How many fish did the fisherman caught?	9	19	6	0	0
Brain-Teasers	A tree is 20 meters tall. An ant is climbing it. Every day the ant climbs 5 meters, and each night it descends 4 meters. In how many days will the ant reach the top of the tree?	10	13	20	16	16
Brain-Teasers	A bar of soap is placed on one of the sides of a pair of scales. On the other side there is 3/4 of a bar of the same soap and а 3/4 kg metal weight. The scales are in balance. How much does a bar of soap weigh?	2 kg	1 kg	4 kg	3 kg	3 kg
Brain-Teasers	There are three sorts of apples in a basket. How many apples have to be taken from the basket, without looking, to be sure that there are at least 2 apples of the same sort?	3	4	10	8	4
Brain-Teasers	A boy and a pig weigh as much as 5 crates. The pig weighs as much as 4 cats. 2 cats and the pig weigh as much as 3 crates. How many cats weigh as much as the boy?	5 cats	6 cats	8 cats	9 cats	6 cats
Brain-Teasers	A fish costs a dollar and half a fish. How much do 5 fish cost?	$20	$10	$15	$5	$10
Brain-Teasers	There are three lemons. One of them is lighter than the other two, which have the same weight. Can we tell which of the lemons is the lighter one with just one measurement on the scales?	No	Yes			Yes
Brain-Teasers	A father has seven sons, and each son has one sister. How many children does the father have?	15	9	14	8	8
Brain-Teasers	Several rabbits and hens are placed together in a cage. How many rabbits and hens are there, if the total number of their heads is 35, and the combined number of their legs is 94?	10 rabbits and 24 hens	13 rabbits and 20 hens	12 rabbits and 23 hens	20 rabbits and 13 hens	12 rabbits and 23 hens
Brain-Teasers	Is there a kind of coat that can only be put on wet?	Yes	No			Yes
Brain-Teasers	10% of all the people living in a certain town in Georgia have unlisted phone numbers. If you selected 100 names at random from the towns phone book, on average, how many of these people would have unlisted phone numbers?	0%	15%	35%	10%	0%
Brain-Teasers	A magician had a water glass filled to the top. Holding the glass above his head he let it drop to the floor without spilling a single drop of water. Is this possible?	No	Yes			Yes
Brain-Teasers	Can you take a picture of a person with a wooden leg?	No	Yes			No
Brain-Teasers	Is it  possible to name three consecutive days without using the words Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, or Sunday?	Yes	No			Yes
Brain-Teasers	You are on a ship and over the side hangs a rope ladder with one foot rungs. The tide rises a one foot per hour. At the end of five hours, how much of the ladder will remain above the water assuming that 12 rungs were above the water when the tide began to rise?	none	7 rungs	5 rungs	12 rungs	12 rungs
Brain-Teasers	This is a gun dog breed which is subdivided into Springer, Cocker, Cavalier King Charles, etc.	Collie	Spaniel	Labrador	Alsatian	Spaniel
Brain-Teasers	What family of animals has species called Oryx, Duiker, Dik-dik and Impala?	Llamas	Antelope	Deer	Buffalo	Antelope
Brain-Teasers	What is the only venomous snake native to the British Isles?	Fox Snake	Bog Viper	Pembrokeshire Whip-snake	Adder	Adder
Brain-Teasers	This animal, also known as Suricate, is a member of the mongoose family. It has a long, thin tail which is used for balance when standing on hind legs. It lives underground in colonies of up to 30 individuals that operate an early warning system where sentries stand guard beside the burrow entrances and warn of approaching danger from predators.	Meerkat	Marmoset	Aye-aye	Jackrabbit	Meerkat
Brain-Teasers	This majestic bird can be golden, bald and tawny. One of the species is a symbol of the United States of America.	Cuckoo	Eagle	Vulture	Owl	Eagle
Brain-Teasers	What is the name of the white crystalline sugar found in wood and straw?	Xylene	Xylem	Xylose	Xenon	Xylose
Brain-Teasers	What is the name of the characters that have appeared in Brian Herberts Legends of Dune universe, Disneys Aladdin and the video game System Shock 2?	Xebec	Xeric	Xerxes	Xhosa	Xerxes
Brain-Teasers	What X-word means a colourless, flammable liquid ingredient used to make synthetic resins, dyes and insecticides?	Xylose	Xylem	Xylene	Xenon	Xylene
Brain-Teasers	Is xenophobia a fear of artificial lights?	No	Yes			No
Brain-Teasers	What plant tissue conducts water and mineral salts from its roots to other parts of the plant and also provides mechanical support?	Xylose	Xylene	Xebec	Xylem	Xylem
Brain-Teasers	Which word refers to a colourless, odourless gaseous element that occurs in trace amounts in air?	Xylose	Xenon	Xanthene	Xylene	Xenon
Brain-Teasers	Were X-rays at one time proposed to be called Röntgen rays?	Yes	No			Yes
Brain-Teasers	When you add 55 and 45 the sum is 100. When you add 65 and 35 the sum is also 100. But which is greater: 55 multiplied by 45 or 65 multiplied by 35?	55 multiplied by 45	They are equal.	65 multiplied by 35	None of these	55 multiplied by 45
Brain-Teasers	Two doctors and two mothers went to an ice cream shop. Each one of them ordered different flavors. The waiter then gave them one chocolate, one vanilla, and one strawberry and everybody on the table had an ice cream. Is this possible?	No	Yes			Yes
Brain-Teasers	Two children were on their way to school, when they began to question what day of the week it was. They were so confused in their reckoning that one of them gave the following riddle to help sort the matter out: When the day after tomorrow is yesterday, then today will be as far from Sunday as that day was which was today when the day before yesterday was tomorrow!	Saturday	Sunday	Friday	Monday	Sunday
Brain-Teasers	We know very little about the life of the mathematician Diophantus (called the father of algebra) except that he lived around the year 250 B.C. Due to one admirer of his, who described his life by the means of an algebraic riddle, we can at least determine his age at death:	84 years	96 years	90 years	72 years	84 years
Brain-Teasers	Three goddesses were sitting in an old Indian temple. Their names were Truth (who always tells the truth), Lie (who is always lying) and Wisdom (who sometimes lies). In order to figure out which goddess was which you posed the following questions to each:	1. Wisdom 2. Truth 3. Lie	1. Lie 2.Truth 3. Wisdom	1. Wisdom 2. Lie 3. Truth	1. Truth 2. Lie 3. Wisdom	1. Wisdom 2. Lie 3. Truth
