Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Video-Games	What effect does the Super Mushroom have on Mario in the popular series of video games?	It makes him bigger.	None	It makes him impervious to danger.	It makes him smaller.	It makes him bigger.
Video-Games	In the Mario series of video games, Mario never uses any weapons.	False	True			False
Video-Games	What is Marios occupation in the Mario series of games?	engineer	doctor	plumber	electrician	plumber
Video-Games	What is the name of the land where most of the Legend of Zelda games take place?	Hylia	Hyrule	Sacred Realm	Termania	Hyrule
Video-Games	Which monster made its first appearance in the game The Legend of Zelda: Majoras Mask?	Chu-Chu	Armos	Keese	Octorok	Chu-Chu
Video-Games	Which one of the Legend of Zelda games does not feature the same Link as the others?	Ocarina of Time	Links Awakening	Wind Waker	Majoras Mask	Wind Waker
Video-Games	Which of the following is not an item that Link uses in the Legend of Zelda series of games?	A magical leaf used for flying	A spear used for immobilizing enemies	A jar that can suck stuff into it and shoot out gusts of wind	A candle for shooting fire at enemies	A spear used for immobilizing enemies
Video-Games	In the Legend of Zelda series of games Link has not worn a tunic in what colour?	yellow	blue	red	green	yellow
Video-Games	Which games were included in the 2003 Legend of Zelda Collectors edition that became available on the Nintendo GameCube?	The Legenda of Zelda, The Adventure of Link, A Link to the Past, Ocarina of TIme	Orcale of Seasons, Orcale of Ages, Links Awakening, and Minish Cap	The Legend of Zelda, The Adventure of Link, Ocarina of Time, Majoras Mask	A Link to the Past, Majoras Mask, Ocarina of Time, Wind Waker	The Legend of Zelda, The Adventure of Link, Ocarina of Time, Majoras Mask
Video-Games	Which Final Fantasy 3 character is known for blitzes such as Bum Rush, Pummel, and Suplex?	Edgar	Setzer	Locke	Sabin	Sabin
Video-Games	What character from the Final Fantasy series used a weapon called the Buster Sword?	Sephiroth	Squall Leonhart	Cloud Strife	Seifer Almasy	Cloud Strife
Video-Games	What was the name of the summoned creatures that aided the characters in the Final Fantasy 8 game?	Materia	Summonings	Espers	Guardian Forces	Guardian Forces
Video-Games	Which character was the main villain in the American Final Fantasy 3 game?	Sin	Kefka	Garland	Sephiroth	Kefka
Video-Games	Which Final Fantasy game was released in North America on 7 September 1999?	Final Fantasy 10	Final Fantasy 9	Final Fantasy 8	Final Fantasy 7	Final Fantasy 8
Video-Games	Which one of these Final Fantasy characters didnt own an airship?	Setzer Gabbiani	Daryl	Rinoa Heartilly	Cid Highwind	Rinoa Heartilly
Video-Games	What year was the first Final Fantasy game released in Japan?	1989	1988	1990	1987	1987
Video-Games	This character, who has appeared in nearly every Final Fantasy game, usually provides transportation to the main characters.	Edgar	Cid	Sabin	Squall	Cid
Video-Games	In this Final Fantasy spin-off every new recruit starts out as a Squire or a Chemist.	Final Fantasy Mystic Quest	Final Fantasy Tactics Advance	Kingdom Hearts	Final Fantasy Tactics	Final Fantasy Tactics
Video-Games	Final Fantasy X featured which mini-game?	Snowboarding	Blitzball	Triple Triad	Tetra Master	Blitzball
Video-Games	Which video game is the following quote from?	Escape from Monkey Island	Simon the Sorcerer 3D	Grim Fandango	Monkey Island 2: LeChucks Revenge	Escape from Monkey Island
Video-Games	Which video game are the following quotes from?	Medal of Honor	Call of Duty	Hidden and Dangerous 2	Battlefield 1942	Call of Duty
Video-Games	What is the cheat for getting 50 000 simoleans in the computer game The Sims 2?	kaching	all of these	motherlode	simoleons_$$$	motherlode
Video-Games	What are the expansion packs available for The Sims 2 game?	Odd Jobs, Pets	All of these	University, Night Life, Family Fun, Open for Business	Makin Magic, Holiday, Party	University, Night Life, Family Fun, Open for Business
Video-Games	In the computer game The Sims 2, in order for a Sim to have a baby, you must select the woohoo option on a different Sim.	False	True			False
Video-Games	On the cover of the Sims 2 University expansion pack there is a picture of two Sims, one male and one female. What is the male Sim wearing?	hippie outfit	toga	mascot costume	football equipment	toga
Video-Games	Bella Goth is absent from the family when The Sims 2 begins.	False	True			True
Video-Games	In Open for Business, the third expansion pack for The Sims 2, Sims may earn 25 business perks.	False	True			True
Video-Games	Was the computer game The Sims 2 made solely by EA games?	No	Yes			No
Video-Games	The Sims 2 game is rated E (Everyone).	False	True			False
Video-Games	What is the name of the robot in The Sims 2, that fetches take-away food?	HungryBot	MunchieBot	Bot	FoodBot	MunchieBot
Video-Games	In Nightlife, the second expansion pack for The Sims 2, Sims can have their own cars.	False	True			True
Video-Games	Which is not an actual die?	d10	d100	d4	d18	d18
Video-Games	This class has the ability to smite evil.	Rogue	Paladin	Ranger	Sorcerer	Paladin
Video-Games	This race doesnt sleep, they meditate instead.	Dwarf	Elf	Human	Changeling	Elf
Video-Games	Which of these is not a feat?	Quick Draw	Knowledge Arcana	Forge Ring	Toughness	Knowledge Arcana
Video-Games	You roll a d20 for attack rolls (to see if you hit your opponent).	True	False			True
Video-Games	Which item costs the most according to the Players Handbook?	Whetstone	Two-Bladed Sword	Full Plate Mail	Heavy Repeating Crossbow	Full Plate Mail
Video-Games	How far can a medium sized, unencumbered creature walk in one round?	20 feet	50 feet	30 feet	10 feet	30 feet
Video-Games	Which class casts arcane magic innately?	Ranger	Cleric	Wizard	Sorcerer	Sorcerer
Video-Games	This 9th level wizard spell is sought after by many characters as a reward.  Many wizards also strive to learn this spell.	Power Word Kill	Wish	Imprisonment	Gate	Wish
Video-Games	This class must choose 2 weapon fighting or archery as their weapon style at 2nd level.	Bard	Cleric	Ranger	Fighter	Ranger
Video-Games	Where is the first warp whistle located in the game Super Mario 3?	world 1-3	world 1 fortress	world 2-5	world 1-4	world 1-3
Video-Games	In Mario Kart: Double Dash, what is the last thing you unlock by getting gold in the all cup tour in mirror mode?	Parade car	Bullet car	Super Mario car	Ganondorf car	Parade car
Video-Games	Which of the following characters can bounce off walls in the game Super Smash Brothers Melee?	Luigi	Ness	Yoshi	Young Link	Young Link
Video-Games	In the game Luigis Mansion, which of these in not one of Marios lost items?	Marios shoe	Marios hat	Marios belt	Marios star	Marios belt
Video-Games	Who is the boss at the end of world 5 in the game Super Mario 2?	Birdo	Tryclide	Bowser	Clawgrip	Clawgrip
Video-Games	In the game Super Mario 1, which level in world 7 is a water level?	7-1	7-2	7-4	7-3	7-2
Video-Games	In Super Mario World, you start the game on which island?	Toads Island	Yoshis Island	Peachs Island	Bowsers Island	Yoshis Island
Video-Games	Which of these is not a playable character in the video game Mario Party 4?	Peach	Donkey Kong	Mario	Toad	Toad
Video-Games	In the game Super Mario Sunshine, where is Bowser when you fight him at the end?	in his castle	in a volcano	in a hot tub	in the windmill with Petey Piranha	in a hot tub
Video-Games	What does Mario use for his power shot in the game Mario Power Tennis?	a fiery racket	a hammer	a star	a fire fist	a hammer
Video-Games	What is the God Pokemon called in Pokemon Pearl and Diamond?	Giratina	Dialga	Cresselia	Arceus	Arceus
Video-Games	The Pokemon creature Snorunt can evolve in which of the following?	Glalie Snolie	Glalie Froslass	Glalie Galrunt	Glalie Probopass	Glalie Froslass
Video-Games	In what Pokemon version can Palkia be obtained?	Pearl	Blue	Diamond	Red	Pearl
Video-Games	What was the first ever ghost Pokemon to appear in a Pokemon episiode?	Misdreavus	Gengar	Ghastly	Haunter	Gengar
Video-Games	What Pokemon abducted Professor Spencer Haled in the movie Pokemon 3?	Aipom	Gengar	Unknown	Entei	Unknown
Video-Games	How many heroes are alive at the end of Startcraft: Brood War?	6 - Artanis, Arcturus Mengsk, Jim Raynor, Zeratul, Samir Duran, Sarah Kerrigan	7 - Aratnis, Arcturus Mengsk, Aldaris, Samir Duran, Sarah Kerrigan, Fenix, Zeratul	5 - Fenix, Arcturus Mengsk, Edmund Duke, Samir Duran, Sarah Kerrigan	7 - Aratnis, Arcturus Mengsk, Aldaris, Samir Duran, Sarah Kerrigan, Fenix, Jim Raynor	6 - Artanis, Arcturus Mengsk, Jim Raynor, Zeratul, Samir Duran, Sarah Kerrigan
Video-Games	Edmund Duke leads which group of elite fighters?	Alpha Squadron	Beta Squadron	Delta Squadron	Omega Squadron	Alpha Squadron
Video-Games	What type of unit is Zeratul?	Dark Archon	High Templar	Dark Templar	Zealot	Dark Templar
Video-Games	What are characteristics of the Archon unit?	10 hit points and 250 plasma shield	20 hit points and 250 plasma shield	10 hit points and 350 plasma shield	20 hit points and 300 plasma shield	10 hit points and 350 plasma shield
Video-Games	What unit says that in the game?	Zealot	Scout	Dark Templar	Zealot	Dark Templar
Video-Games	What is Alexei Stukovs rank?	General	Admiral	Vice Admiral	Corporal	Vice Admiral
Video-Games	During which mission do Edmund Duke and Fenix die?	True colors	Omega station	Day of lightning	Hammer falls	True colors
Video-Games	Who leads the UED (United Earth Directorate forces)?	Samir Duran	Gerard DuGalle	Jim Raynor	Alexei Stukov	Gerard DuGalle
Video-Games	Who is Kerrigan talking to?	Zeratul	Edmund Duke	Fenix	Artanis	Fenix
Video-Games	What is the name of the Italian plumber, thats also the mascot of Nintendo?	Luigi	Donkey Kong	Sonic	Mario	Mario
Video-Games	What does KOTOR stand for?	Kings Of The Old Realm	Know One Tells Our Ruses	Kin Of Time Or Rain	Knights of the Old Republic	Knights of the Old Republic
Video-Games	In the video game Rock Band you can play multiple instruments in the band.	False	True			True
Video-Games	Which Age of Empires game expansion pack allows you to play as Native Americans?	The War Chiefs	The Tribal Warriors	The Lakota Warriors	Asian Dynasty	The War Chiefs
Video-Games	What is the name of Donkey Kongs tiny sidekick?	Tiny Kong	Donkey Kong Jr.	Diddy Kong	Mini Donkey Kong	Diddy Kong
Video-Games	Which GTA game features Tommy Vercetti?	Grand Theft Auto III	San Andreas	GTA 9,000	Vice City	Vice City
Video-Games	Which game is Luis Sera featured in?	Burnout Revenge	Dead Rising	Resident Evil 4	Midnight Mayhem	Resident Evil 4
Video-Games	Which of these games is not based on a comic book?	The Darkness	Ghost Rider	Kingdom Hearts	X-Men The Game	Kingdom Hearts
Video-Games	Which of these songs is not in Guitar Hero 2?	Carry on My Wayward Son	Strutter	War Pigs	We Will Rock You	We Will Rock You
Video-Games	In 2007, this game was named by IGN the 3rd best GameCube game of all time.	Pikmin	Super Smash Bros Melee	Resident Evil 4	Nicktoons Unite	Super Smash Bros Melee
Video-Games	In the Legend of Zelda: Twilight Princess, what is the name of the first sword you get?	Ordon sword	Four sword	Wooden sword	Master sword	Wooden sword
Video-Games	In The Legend of Zelda: Majoras Mask, how many days do you have until the moon crashes down on Temina?	one	nine	three	six	three
Video-Games	There is at least one game of the Zelda series of games, released from 1986 to 2006, in which Zelda and Link get married.	False	True			False
Video-Games	What is the name of the owner of lon-lon ranch in the Zelda series of games?	Zelda	Ingo	Minda	Talon	Talon
Video-Games	In The Legend of Zelda: Twilight Princess, what was the name of the villain that had been fired from a joker at Hyrule Castle?	None of these	Gannondorf	Navi	Vati	None of these
Video-Games	In the Zelda series of games, what is the name of the tribe Gannondorf comes from?	Zora	Gerudo	Goron	Hylian	Gerudo
Video-Games	Link, one of the main characters in the Zelda series of games, is a member of what race?	Hylians	Kokiri	Zora	Goron	Hylians
Video-Games	What is Links fathers name according to the Zelda series of games?	It has never been revealed.	Gerald	Sam	Lance	It has never been revealed.
Video-Games	In which Zelda game does Link turn into a bunny when he goes into the dark world without a pearl?	Twilight Princess	Link to the Past	Ocarina of Time	Links Awakening	Link to the Past
Video-Games	Which computer game is this soundtrack from?	Double Dragon	Final Fight	Punisher	Street Fighter	Double Dragon
Video-Games	What island do you start on in the online role-playing game RuneScape?	Beginners Island	Noobonia Island	Startagonia Island	Tutorial Island	Tutorial Island
Video-Games	What icon is used to start a low detail RuneScape game?	A skeleton	An imp	A warrior	A barbarian	A warrior
Video-Games	What is the name of the sword used to defeat the demon in the demon slayer quest of the online role-playing game RuneScape?	Brightheart	Demonbane	The Shining Light	Silverlight	Silverlight
Video-Games	In the online role-playing game RuneScape, what kind of fruit is grown in Karajama?	Apples	Bananas	Oranges	Pineapples	Bananas
Video-Games	Priest robes raise your mage level in the mass online game RuneScape.	True	False			False
Video-Games	What is the highest weapon type available to nonmembers in the online role-playing game RuneScape?	Dragon	Granite	Rune	Adamantite	Rune
Video-Games	What is the name of the fantasy realm in which the RuneScape game is set?	None of these	Modor	Gomor	Gielinor	Gielinor
Video-Games	What does Traiborn call you in the online role-playing game RuneScape?	Bungdungydingdong	Hugmugabugger	Thingummywut	Trindindlekindy	Thingummywut
Video-Games	The action in the survival horror game Resident Evil 4 takes place in what country?	Germany	Spain	France	USA	Spain
Video-Games	Which of the guns listed is available before you beat the Resident Evil 4 game?	Chicago typewriter	Killer7	Handcannon	Infinite Launcher	Killer7
Video-Games	What is the merchants real name in the video game Resident Evil 4?	Jeremy	Krauser	It is not mentioned	Robert	It is not mentioned
Video-Games	This creature from the game Resident Evil 4 was created by splicing genes from reptiles, insects and a human into one organism.	None of the above	Verdugo	Garrador	U3	U3
Video-Games	In the survival video game Resident Evil 4, the handcannon with its exclusive upgrade does 99.9 damage and has infinite ammo.	False	True			True
Video-Games	Not including the rocket launcher, what is the second most powerful weapon in Resident Evil 4, according to its damage per shot?	Semi-auto rifle	Chicago typewriter	Killer7	Broken butterfly	Broken butterfly
Video-Games	Whose final speech ends in We shall win through no matter the cost!	Alexei Stukov	Edmund Duke	Jim Raynor	Arcturus Mengsk	Arcturus Mengsk
Video-Games	Who kills the Matriarch?	Zeratul	Sarah Kerrigan	Aldaris	Samir Duran	Zeratul
Video-Games	The words Doom to all who threaten the homeworld belong to which unit?	Zealot	Dark Templar	Archon	Dark Archon	Zealot
Video-Games	What were the words of Sarah Kerrigan to Jim Raynor when they first met?	You pig!	Hello, Jimmy	Hello, sheriff	Hello, marshal	You pig!
Video-Games	How many hit points does the Arclite Siege Tank have?	140	160	150	120	150
Video-Games	Listen to the dialogue and determine what name is missing at the end	Raynor	Alexei	Gerard	Kerrigan	Alexei
Video-Games	What hero do these words belong to: I fear no death, I fear no enemy, our	Artanis	Zeratul	Fenix	Tessadar	Fenix
Video-Games	What is the official version for the death of Alexei Stukov?	He commits suicide after his fleet is destroyed	He is killed by Samir Duran, because he was a traitor	His spaceship is blown up by Prottos forces	He dies during the final assault on planet Char	He dies during the final assault on planet Char
Video-Games	Which unit says You called down the Thunder, now reap the Whirlwind.	Ghost	Medic	Marine	Firebat	Ghost
Video-Games	This sound clip is from what classic Nintendo game?	Star Fox	Donkey Kong	Super Mario Bros	The Legend of Zelda	Super Mario Bros
Video-Games	This sound clip is from what NES game featuring a creature that could eat anything?	Metroid	Legend of Zelda	Super Mario Bros.	Kirbys Adventure	Kirbys Adventure
Video-Games	This is the theme to what Xbox video game?	Final Fantasy	Eldar Scrolls IV: Oblivion	Rainbow 6	Halo	Halo
Video-Games	This is the overworld theme to this NES game that introduced the save function because the game took so long to complete.	Metroid	Donkey Kong	Legend of Zelda	Super Mario Bros.	Legend of Zelda
Video-Games	This is the victory theme to what popular video game series?	Mortal Combat	Legend of Zelda	Final Fantasy	Super Mario	Final Fantasy
Video-Games	From which fighting game is this sound clip?	Street Fighter II	Super Smash Bros. Melee	Teken 4	Soul Caliber II	Super Smash Bros. Melee
Video-Games	This sound clip is from what Game Boy game that spawned an anime TV show and a collectible card game?	Final Fantasy	Pokemon	Magic the Gathering	Yu-Gi-Oh	Pokemon
Video-Games	This sound clip is from what PC RTS game?	Age of Empires II	StarCraft	Command and Conquer	Warcraft III	Age of Empires II
Video-Games	This sound clip is a theme in which of the following Legend of Zelda games?	The Legend of Zelda: A Link to the Past	The Legend of Zelda	The Legend of Zelda: The Wind Waker	The Legend of Zelda: Ocarina of Time	The Legend of Zelda: Ocarina of Time
Video-Games	This sound clip is from what video game series?	Star Wars: Rouge Squadron	Final Fantasy	Star Fox	Halo	Star Fox
Video-Games	Which of these levels is on both Star Wars: Battlefront 1 and 2?	Death Star	Kamino	Bespin	Mustafar	Kamino
Video-Games	You can control Jedi on both Star Wars: Battlefront 1 and 2.	True	False			False
Video-Games	What is the default number of points to destroy a ship in a space battle on Star Wars: Battlefront  2?	500	200	10	180	180
Video-Games	Choose the correct order for player points bonuses in Star Wars: Battlefront from least to greatest.	Endurance, Guardian, War Hero	Guardian, Endurance, War Hero	War Hero, Guardian, Endurance	Marksman, Demolition, Technician	Endurance, Guardian, War Hero
Video-Games	The two levels on Kashyyyk on Star Wars: Battlefront 1 are Islands and Docks.	True	False			True
Video-Games	On the Star Wars: Battlefront game, which of these is among the non-player characters of the game?	Mace Windu	Heavy weapons soldier	Luke Skywalker	Jawas	Jawas
Video-Games	Who controls the AT-ATs on Hoth in Star Wars: Battlefront?	Empire	Rebels	Republic	CIS	Empire
Video-Games	Warchief Thrall is the leader of which clan?	Warsong	Death Spear	Black Rock	Doomhammer	Doomhammer
Video-Games	What type of creature is the DeathWing?	Black Dragon	Red Dragon	Bone Dragon	Green Dragon	Black Dragon
Video-Games	What unit or hero does the phrase Speak up fool belong to?	Ghoul	Druid of the Claw	Prince Arthas as Dead Knight	Prince Arthas	Prince Arthas as Dead Knight
Video-Games	Who kills Mannoroth?	Thrall	Prince Arthas	Grom Hellscream	Illidan Stormrage	Grom Hellscream
Video-Games	What unit or hero does this phrase belong to?	muradin bronzebeard	Human Footman	Dwarf Rifleman	Throll Hunter	Dwarf Rifleman
Video-Games	Which building makes the Druid of the Claw unit?	Ancient of Lore	Ancient of Wind	Ancient of Wisdom	Ancient of War	Ancient of Lore
Video-Games	Who rides �Nightsabre Panthers�?	Wind Druids	Head Hunters	Huntresses	Archers	Huntresses
Video-Games	What unit or hero does the phrase �I can see clearly, now the rain has gone� belong to?	Thrall	Shadow Hunter	Grom Hellscream	Thief	Grom Hellscream
Video-Games	In the Pokemon TV series, Ash saw a Gyarados in the first episode.	True	False			False
Video-Games	On what other character is Ash Ketchum loosely based in the Pokemon video games?	Blue	Yellow	Green	Red	Red
Video-Games	Is the Pokemon character Raikou included in any of the first ten Pokemon movies?	No	Yes			No
Video-Games	What is the first season of Johto called in Pokemon series?	Johto	Johto Quest	Johto Journeys	Master Quest	Johto Journeys
Video-Games	Was the tenth Pokemon movie released simultaneously in Japan and the USA?	Yes	No			No
Video-Games	Where can you find the gym leader Blaine in the video games Pokemon Gold and Silver and Pokemon Crystal?	Celadon City	Seaform Islands	Cinnabar Island	Fusia city	Seaform Islands
Video-Games	What is the very first car you drive in the Need for Speed: Most Wanted game?	Golf GTI	BMW M3 GTR	Corvette C6	Lamborghini Gallardo	BMW M3 GTR
Video-Games	There are a total of 20 blacklist drivers in the game Need for Speed: Most Wanted.	False	True			False
Video-Games	In the racing game Need for Speed: Most Wanted, what are the street names of  Blacklist numbers 1, 4, 7, and 15?	Razor, JV, Kaze, Sonny	Taz, Big Lou, Baron, Ronnie	Kaze, Big Lou, Bull, Razor	Webster, Vic, Izzy, Bull	Razor, JV, Kaze, Sonny
Video-Games	How many maximum infractions can you get in a single pursuit in the game Need for Speed: Most Wanted?	10	9	8	7	8
Video-Games	Do you have a rap sheet in the game Need for Speed: Most Wanted?	Yes	No			Yes
Video-Games	Which of the following refers to the ability to win a Blacklist opponents car in the game Need for Speed: Most Wanted?	pink slip	gold bars	orange tye	thong wrap	pink slip
Video-Games	In the racing game Need for Speed: Most Wanted, where is is Blacklist number one located?	Johan City	Rockport	Goodwales	Amberhill	Rockport
Video-Games	Who created the theme song of the Super Mario Brothers game?	Nobuo Uematsu	Koji Kondo	Yasunori Mitsuda	Shigeru Miyamoto	Koji Kondo
Video-Games	Shigeru Miyamoto constructed the arcade game Donkey Kongs music himself, using an Electronic Keyboard.	True	False			True
Video-Games	The core of this gaming console, released in 1977, was combined with a display and sound chip known as the TIA, for Television Interface Adaptor.  The console was capable of producing 2 channel mono sound.	Sega Master System	Intellivision	Atari 2600	Nintendo Entertainment System (NES)	Atari 2600
Video-Games	The sound chip of the Commodore 64 home computer, released in 1982, was very advanced for its time.  It had three channels with several different waveforms, which could reach 8 different octaves each (approximately 16 - 4000 Hz).  Name the chip.	Sound Interface Disk	Sound Interface Component	Sound Interface Device	Sound Interface Chip	Sound Interface Device
Video-Games	My rogue in the game Dungeons and Dragons wants to use a wand of Greater Invisibility. In order to do this he must make a Use Magic Device check at what Difficulty Class?	25	30	20	15	20
Video-Games	Which of the listed bonuses in the game Dungeons and Dragons stacks?	Dodge	Enchantment	Armor	Divine	Dodge
Video-Games	Which of these feats does not prevent attacks of opportunity in one form or another in the role-playing game Dungeons and Dragons?	Spring Attack	Flyby Attack	Improved Unarmed Strike	Improved Trip	Flyby Attack
Video-Games	Which Knowledge Skill would allow you to determine the type of Giant you are facing in Dungeons and Dragons?	Dungeoneering	Religion	Arcane	Nature	Nature
Video-Games	In the game Dungeons and Dragons, a character with 5 ranks in Bluff gains a +2 synergy bonus to all these skills but one. Which is the odd one?	Diplomacy	Intimidate	Sleight of Hand	Gather Information	Gather Information
Video-Games	Which of these is not a correct entrance requirement to join the Assassin Prestige Class in Dungeons and Dragons?	Disguise 8 ranks	Move Silently 8 ranks	Hide 8 ranks	Alignment: Any evil	Disguise 8 ranks
Video-Games	In the game Dungeons and Dragons, Aamonks Ki Strike ability evolves in what order?	Magic, Adamantine, Lawful	Lawful, Magic, Adamantine	Magic, Lawful, Adamantine	Adamantine, Magic, Lawful	Magic, Lawful, Adamantine
Video-Games	In Dungeons and Dragons, the Tumble Difficulty Class needed to kip up, according the Complete Adventurer book, is what?	30	35	40	25	35
Video-Games	Which class in Dungeons and Dragons does not get evasion?	Monk	Rogue	Ranger	Barbarian	Barbarian
Video-Games	Of the choices for a Rangers favored enemy in Dungeons and Dragons, which number is immune to sneak attacks?	6	4	3	5	5
Video-Games	How many golden skulltulas could you get as child Link out of the whole game The Legend of Zelda: Ocarina of Time?	35	10	20	30	35
Video-Games	How many heart pieces can you get as adult Link in the game The Legend of Zelda: Ocarina of Time?	5	24	20	10	24
Video-Games	In the video game The Legend of Zelda: Ocarina of Time, what are the two places where you can get the hylian shield?	lake Hylia and Hyrule castle.	Haunted Wasteland and Zoras domain.	Goron city and Kokiri forest.	Kakariko Graveyard and Hyrule town market.	Kakariko Graveyard and Hyrule town market.
Video-Games	In The Legend of Zelda: Ocarina of Time, how many items do you get that are improved later in the game?	one	six	three	four	four
Video-Games	In The Legend of Zelda: Ocarina of Time, how many items do you trade to get the Biggorons sword?	11	7	10	9	9
Video-Games	In the video game The Legend of Zelda: Ocarina of Time, Link wore tunics in three colors. They were green, red and yellow.	False	True			False
Video-Games	How many hidden fairy fountains are there in the game The Legend of Zelda: Ocarina of Time, not counting the great fairies?	3	5	6	2	6
